Loss Reason,Days Offer Close,Discount code,Price,Use Case_offer,Price Category,Days Lead Offer,Pain,Source,Status_offer
no response,39,No Discount,324.0,Sports Events,low,-1.0,quality of delivery,Unknown,Closed Lost
price,3,No Discount,240.0,Corporate Events,low,1.0,operations,Inbound,Closed Lost
No Loss,0,HALFSEASON20G,576.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,0,No Discount,200.0,Educational Seminars,low,-1.0,time saving,Unknown,Closed Lost
No Loss,1,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,ECONOMY75DISCOUNT,150.0,Corporate Events,low,3.0,operations,Inbound,Closed Won
lost to competitor,55,No Discount,768.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Lost
no product fit,0,QUARTERLY75OFF,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,4.0,operations,Outbound,Closed Won
price,0,No Discount,150.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
No Loss,-1,SAVE25LESS,360.0,Corporate Events,low,2.0,time saving,Inbound,Closed Won
No Loss,17,MONTH50CUTBACK,300.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
No Loss,19,ECONOMY75DISCOUNT,14876.0,Corporate Events,high,0.0,financial control,Outbound,Closed Won
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
price,0,No Discount,768.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,No Discount,500.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,13.0,operations,Inbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,ECONOMY75DISCOUNT,150.0,Corporate Events,low,5.0,quality of delivery,Inbound,Closed Won
No Loss,79,CUTBACK75SPECIAL,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,YEARLY30DISCOUNT,1680.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,No Discount,600.0,Sports Events,mid,30.0,operations,Inbound,Closed Won
lost to competitor,-1,No Discount,960.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
no response,-1,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
not target,-1,PROMOTIONCODE,600.0,Corporate Events,mid,0.0,financial control,Inbound,Closed Lost
No Loss,0,SAVEMORE50,300.0,Sports Events,low,-1.0,operations,Inbound,Checkbox
lost to competitor,62,No Discount,768.0,Educational Seminars,mid,-1.0,operations,Outbound,Closed Lost
not target,4,QUARTERLY75OFF,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,SEMESTER20DEALAGAIN,960.0,Corporate Events,mid,2.0,financial control,Inbound,Closed Won
No Loss,0,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Won
No Loss,-1,2SEMESTERS20OFF,768.0,Corporate Events,mid,2.0,operations,Inbound,Closed Won
no response,8,No Discount,200.0,Sports Events,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,0,No Discount,0.0,Sports Events,low,-1.0,Unknown,Unknown,Closed Won
no response,85,No Discount,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,0,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,31.0,operations,Inbound,Closed Won
No Loss,-1,No Discount,0.0,Sports Events,low,-1.0,Unknown,Unknown,Closed Won
No Loss,80,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,-1,ECONOMY75DISCOUNT,14876.0,Corporate Events,high,122.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,quality of delivery,Inbound,Closed Won
other,7,DISCOUNT50POWER,240.0,Corporate Events,low,3.0,operations,Inbound,Closed Lost
no response,12,No Discount,200.0,Corporate Events,low,1.0,quality of delivery,Inbound,Closed Lost
no response,7,No Discount,200.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
no response,6,No Discount,240.0,Sports Events,low,-1.0,financial control,Unknown,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,3.0,operations,Inbound,Closed Won
not target,52,SAVE25LESS,360.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Lost
no response,0,No Discount,200.0,Educational Seminars,low,1.0,financial control,Inbound,Closed Lost
no response,53,No Discount,300.0,Corporate Events,low,2.0,operations,Inbound,Closed Lost
no product fit,0,No Discount,150.0,Corporate Events,low,1.0,operations,Outbound,Closed Lost
No Loss,1,ECONOMY50GIFT,240.0,Sports Events,low,-1.0,financial control,Unknown,Closed Won
price,28,No Discount,600.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Lost
lost to competitor,187,FULL75YEAR,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
lost to competitor,89,No Discount,200.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,31.0,operations,Inbound,Closed Won
not target,219,No Discount,240.0,Sports Events,low,-1.0,operations,Outbound,Closed Lost
lost to competitor,28,DISCOUNT25QUICK,360.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
no response,0,SAVE25LESS,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
not target,146,No Discount,320.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Won
no response,204,No Discount,450.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,YEARLY30DISCOUNT,1680.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,SAVEQUARTER25,450.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Won
no product fit,0,No Discount,0.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
no budget,17,ECONOMY75OFFER,200.0,Sports Events,low,-1.0,operations,Inbound,Closed Lost
not target,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Lost
no response,-1,No Discount,200.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
no response,97,PROMOTIONCODE,200.0,Sports Events,low,2.0,financial control,Outbound,Closed Lost
No Loss,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,2.0,operations,Inbound,Closed Won
no response,-1,No Discount,200.0,Sports Events,low,-1.0,financial control,Unknown,Closed Lost
no budget,0,No Discount,240.0,Sports Events,low,1.0,financial control,Outbound,Closed Lost
no response,1,25GIFT,360.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,8,CUTBACK75SPECIAL,150.0,Educational Seminars,low,-1.0,financial control,Outbound,Closed Won
No Loss,4,10OFFREDUCED,32396.0,Corporate Events,high,3.0,operations,Inbound,Closed Won
No Loss,3,2SEMESTERS20OFF,768.0,Corporate Events,mid,2.0,operations,Inbound,Closed Won
no response,63,SEMESTER20MINI,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,-1,SAVE25LESS,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,-1,No Discount,768.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Won
other,-1,No Discount,200.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,-1,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
price,31,No Discount,200.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,3,HALFSEASON20G,576.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,36,No Discount,768.0,Corporate Events,mid,4.0,quality of delivery,Inbound,Closed Lost
lost to competitor,4,No Discount,200.0,Sports Events,low,1.0,operations,Outbound,Closed Lost
no budget,0,No Discount,0.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Lost
no response,2,TRIALFREE,450.0,Corporate Events,low,3.0,quality of delivery,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
no response,7,ANNUAL30BONUS,200.0,Educational Seminars,low,1.0,Unknown,Inbound,Closed Lost
lost to competitor,59,SAVE25LESS,360.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
no response,191,No Discount,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,financial control,Inbound,Closed Won
no response,193,SAVE25LESS,360.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
no budget,212,No Discount,200.0,Corporate Events,low,-1.0,quality of delivery,Inbound,Closed Lost
No Loss,189,DISCOUNT50POWER,240.0,Sports Events,low,-1.0,financial control,Outbound,Closed Won
not target,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
no response,203,No Discount,360.0,Corporate Events,low,-1.0,operations,Outbound,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,28.0,operations,Inbound,Closed Won
No Loss,0,YEARLY30DISCOUNT,1680.0,Corporate Events,mid,28.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,YEARLY30DISCOUNT,1650.0,Corporate Events,mid,-1.0,operations,Inbound,Closed Won
No Loss,0,10OFFREDUCED,32396.0,Corporate Events,high,59.0,operations,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,quality of delivery,Inbound,Closed Won
price,187,No Discount,960.0,Corporate Events,mid,-1.0,operations,Outbound,Closed Lost
no response,124,SHINE50,200.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Lost
no response,243,No Discount,576.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
no response,204,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,quality of delivery,Inbound,Closed Won
not target,1,TRIALFREE,450.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
No Loss,3,ECONOMY75DISCOUNT,150.0,Corporate Events,low,-1.0,operations,Inbound,Closed Won
No Loss,3,ECONOMY75DISCOUNT,14876.0,Corporate Events,high,0.0,financial control,Outbound,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,SLASH10,324.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
not target,1,FIFTYSAVINGS,450.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,16,SAVE25LESS,600.0,Corporate Events,mid,1.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Checkbox
No Loss,84,DISCOUNT25QUICK,360.0,Educational Seminars,low,2.0,operations,Outbound,Closed Won
lost to competitor,5,ECONOMY50GIFT,500.0,Educational Seminars,low,1.0,financial control,Inbound,Closed Lost
not target,3,QUICK25DISCOUNT,200.0,Corporate Events,low,2.0,operations,Outbound,Closed Lost
No Loss,0,PROMOTIONCODE,600.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,SLASH10,32396.0,Sports Events,high,-1.0,operations,Inbound,Closed Won
no response,7,No Discount,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,0,No Discount,200.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
no response,24,No Discount,450.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,62,TRIALFREE,450.0,Corporate Events,low,181.0,operations,Outbound,Closed Won
No Loss,31,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,31,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
No Loss,0,SAVEMORE50,300.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
no response,-1,No Discount,1344.0,Sports Events,mid,91.0,operations,Inbound,Closed Lost
No Loss,31,2SEMESTERS20SALE,576.0,Corporate Events,mid,0.0,quality of delivery,Inbound,Closed Won
No Loss,31,DISCOUNT50POWER,240.0,Corporate Events,low,31.0,operations,Inbound,Closed Won
no response,-1,No Discount,600.0,Corporate Events,mid,92.0,time saving,Inbound,Closed Lost
No Loss,0,RENEW30DEAL,9214.0,Corporate Events,high,-1.0,operations,Unknown,Closed Won
no response,-1,No Discount,200.0,Corporate Events,low,31.0,operations,Outbound,Closed Lost
other,0,No Discount,324.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
no response,3,No Discount,200.0,Sports Events,low,0.0,operations,Inbound,Closed Lost
no response,36,No Discount,324.0,Corporate Events,low,5.0,operations,Outbound,Closed Lost
No Loss,-1,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,4.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Sports Events,low,-1.0,Unknown,Unknown,Closed Won
no response,170,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Outbound,Closed Lost
No Loss,0,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,31,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
lost to competitor,0,FULL75YEAR,360.0,Corporate Events,low,28.0,financial control,Inbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,quality of delivery,Inbound,Closed Won
not target,226,SEMESTER20MINI,200.0,Corporate Events,low,28.0,operations,Inbound,Closed Lost
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,quality of delivery,Inbound,Closed Won
lost to competitor,1,No Discount,200.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
no response,2,No Discount,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
price,5,No Discount,200.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
no response,-1,No Discount,360.0,Corporate Events,low,24.0,operations,Outbound,Closed Lost
lost to competitor,61,SHINE50,1008.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,24.0,quality of delivery,Inbound,Closed Won
price,7,SAVE25LESS,360.0,Corporate Events,low,2.0,operations,Inbound,Closed Lost
No Loss,4,FLAT30,1680.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Won
not target,0,No Discount,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Lost
No Loss,3,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,62,No Discount,960.0,Corporate Events,mid,0.0,operations,Inbound,Closed Lost
No Loss,6,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
no response,68,No Discount,360.0,Educational Seminars,low,-1.0,Unknown,Unknown,Closed Lost
no response,39,No Discount,240.0,Educational Seminars,low,0.0,quality of delivery,Inbound,Closed Lost
lost to competitor,6,No Discount,200.0,Sports Events,low,4.0,Unknown,Inbound,Closed Lost
No Loss,0,No Discount,200.0,Corporate Events,low,92.0,operations,Inbound,Demo 2
no response,61,No Discount,450.0,Corporate Events,low,153.0,operations,Inbound,Closed Lost
no response,189,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
other,0,No Discount,324.0,Corporate Events,low,0.0,quality of delivery,Inbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
price,-1,YEARLY30PROMO,1344.0,Corporate Events,mid,0.0,operations,Inbound,Closed Lost
No Loss,0,10OFFREDUCED,336.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
other,92,No Discount,200.0,Corporate Events,low,122.0,operations,Inbound,Closed Lost
No Loss,31,FIFTYSAVINGS,450.0,Corporate Events,low,212.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
No Loss,3,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
price,0,10OFFREDUCED,200.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,167.0,financial control,Inbound,Checkbox
not target,7,No Discount,200.0,Educational Seminars,low,4.0,operations,Inbound,Closed Lost
not target,8,SEMESTER20DEALAGAIN,960.0,Corporate Events,mid,1.0,operations,Inbound,Closed Lost
No Loss,0,No Discount,200.0,Corporate Events,low,0.0,operations,Inbound,Demo 2
price,172,HALFSEASON20G,576.0,Sports Events,mid,-1.0,financial control,Inbound,Closed Lost
no budget,120,DISCOUNT25QUICK,360.0,Sports Events,low,0.0,quality of delivery,Inbound,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
lost to competitor,334,No Discount,240.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,181,2SEMESTERS20SALE,576.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
lost to competitor,151,No Discount,200.0,Sports Events,low,-1.0,financial control,Unknown,Closed Lost
no budget,181,No Discount,320.0,Corporate Events,low,0.0,quality of delivery,Inbound,Closed Lost
price,243,No Discount,200.0,Sports Events,low,-1.0,operations,Inbound,Closed Lost
no response,353,SAVE25LESS,360.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
no product fit,1,QUARTERLY75OFF,200.0,Corporate Events,low,1.0,financial control,Inbound,Closed Lost
No Loss,0,FULLSEASON75,960.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
no budget,2,No Discount,450.0,Sports Events,low,-1.0,Unknown,Inbound,Closed Lost
not target,34,No Discount,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,99.0,operations,Inbound,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
no product fit,8,No Discount,150.0,Sports Events,low,1.0,operations,Inbound,Closed Lost
lost to competitor,4,FIFTYGIFT,200.0,Educational Seminars,low,1.0,financial control,Outbound,Closed Lost
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,1.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
not target,-1,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,No Discount,600.0,Corporate Events,mid,10.0,operations,Inbound,Closed Won
no response,23,SAVINGSLIGHT,200.0,Educational Seminars,low,3.0,quality of delivery,Inbound,Closed Lost
No Loss,0,ECONOMY50GIFT,240.0,Sports Events,low,-1.0,financial control,Inbound,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,2.0,operations,Inbound,Closed Won
No Loss,31,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,-1,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
not target,-1,No Discount,240.0,Corporate Events,low,92.0,operations,Inbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,30,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
no budget,61,No Discount,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
lost to competitor,-1,No Discount,200.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
